Codigo del diagnostico,Nombre del diagnostico,Sexo del diagnostico
X641,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTRAS DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. Y LOS NO ESPECIFICADOS. INSTITUCION RESIDENCIAL,A
X642,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTRAS DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. Y LOS NO ESPECIFICADOS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X643,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTRAS DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. Y LOS NO ESPECIFICADOS. AREAS DE DEPORTE Y ATLETISMO,A
X644,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTRAS DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. Y LOS NO ESPECIFICADOS. CALLES Y CARRETERAS,A
X645,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTRAS DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. Y LOS NO ESPECIFICADOS. COMERCIO Y AREA DE SERVICIOS,A
X646,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTRAS DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. Y LOS NO ESPECIFICADOS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X647,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTRAS DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. Y LOS NO ESPECIFICADOS. GRANJA,A
X648,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTRAS DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. Y LOS NO ESPECIFICADOS. OTRO LUGAR ESPECIFICADO,A
X649,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTRAS DROGAS. MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS. Y LOS NO ESPECIFICADOS. LUGAR NO ESPECIFICADO,A
X650,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. VIVIENDA,A
X651,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. INSTITUCION RESIDENCIAL,A
X652,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS,A
X653,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. AREAS DE DEPORTE Y ATLETISMO,A
X654,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. CALLES Y CARRETERAS,A
X655,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. COMERCIO Y AREA DE SERVICIOS,A
X656,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X657,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. GRANJA,A
X658,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. OTRO LUGAR ESPECIFICADO,A
X659,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION AL ALCOHOL. LUGAR NO ESPECIFICADO,A
X660,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. VIVIENDA,A
X661,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. INSTITUCION RESIDENCIAL,A
X662,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X663,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. AREAS DE DEPORTE Y ATLETISMO,A
X664,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. CALLES Y CARRETERAS,A
X665,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. COMERCIO Y AREA DE SERVICIOS,A
X666,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X667,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. GRANJA,A
X668,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. OTRO LUGAR ESPECIFICADO,A
X669,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES. LUGAR NO ESPECIFICADO,A
X670,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. VIVIENDA,A
X671,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. INSTITUCION RESIDENCIAL,A
X672,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X673,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. AREAS DE DEPORTE Y ATLETISMO,A
X674,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. CALLES Y CARRETERAS,A
X675,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. COMERCIO Y AREA DE SERVICIOS,A
X676,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X677,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. GRANJA,A
X678,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. OTRO LUGAR ESPECIFICADO,A
X679,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS GASES Y VAPORES. LUGAR NO ESPECIFICADO,A
X680,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. VIVIENDA,A
X681,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. INSTITUCION RESIDENCIAL,A
X682,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X683,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. AREAS DE DEPORTE Y ATLETISMO,A
X684,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. CALLES Y CARRETERAS,A
X685,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. COMERCIO Y AREA DE SERVICIOS,A
X686,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X687,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. GRANJA,A
X688,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. OTRO LUGAR ESPECIFICADO,A
X689,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A PLAGUICIDAS. LUGAR NO ESPECIFICADO,A
X690,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. VIVIENDA,A
X691,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. INSTITUCION RESIDENCIAL,A
X692,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X693,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. AREAS DE DEPORTE Y ATLETISMO,A
X694,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. CALLES Y CARRETERAS,A
X695,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. COMERCIO Y AREA DE SERVICIOS,A
X696,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X697,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. GRANJA,A
X698,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. OTRO LUGAR ESPECIFICADO,A
X699,ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR. Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS. Y LOS NO ESPECIFICADOS. LUGAR NO ESPECIFICADO,A
X700,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION VIVIENDA,A
X701,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION. INSTITUCION RESIDENCIAL,A
X702,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X703,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION. AREAS DE DEPORTE Y ATLETISMO,A
X704,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION. CALLES Y CARRETERAS,A
X705,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION. COMERCIO Y AREA DE SERVICIOS,A
X706,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X707,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION. GRANJA,A
X708,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION. OTRO LUGAR ESPECIFICADO,A
X709,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO. ESTRANGULAMIENTO O SOFOCACION. LUGAR NO ESPECIFICADO,A
X710,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO. Y SUMERSION. VIVIENDA,A
X711,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO. Y SUMERSION. INSTITUCION RESIDENCIAL,A
X712,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO. Y SUMERSION. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X713,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO. Y SUMERSION. AREAS DE DEPORTE Y ATLETISMO,A
X714,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO. Y SUMERSION. CALLES Y CARRETERAS,A
X715,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO. Y SUMERSION. COMERCIO Y AREA DE SERVICIOS,A
X716,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X717,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION. GRANJA,A
X718,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION. OTRO LUGAR ESPECIFICADO,A
X719,LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION. LUGAR NO ESPECIFICADO,A
X720,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. VIVIENDA,A
X721,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. INSTITUCION RESIDENCIAL,A
X722,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X723,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. AREAS DE DEPORTE Y ATLETISMO,A
X724,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. CALLES Y CARRETERAS,A
X725,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. COMERCIO Y AREA DE SERVICIOS,A
X726,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X727,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. GRANJA,A
X728,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. OTRO LUGAR ESPECIFICADO,A
X729,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA. LUGAR NO ESPECIFICADO,A
X730,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. VIVIENDA,A
X731,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. INSTITUCION RESIDENCIAL,A
X732,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X733,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. AREAS DE DEPORTE Y ATLETISMO,A
X734,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. CALLES Y CARRETERAS,A
X735,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. COMERCIO Y AREA DE SERVICIOS,A
X736,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X737,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. GRANJA,A
X738,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. OTRO LUGAR ESPECIFICADO,A
X739,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE. ESCOPETA Y ARMA LARGA. LUGAR NO ESPECIFICADO,A
X740,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. VIVIENDA,A
X741,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. INSTITUCION RESIDENCIAL,A
X742,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X743,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. AREAS DE DEPORTE Y ATLETISMO,A
X744,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. CALLES Y CARRETERAS,A
X745,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. COMERCIO Y AREA DE SERVICIOS,A
X746,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X747,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. GRANJA,A
X748,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. OTRO LUGAR ESPECIFICADO,A
X749,LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO. Y LAS NO ESPECIFICADAS. LUGAR NO ESPECIFICADO,A
X750,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. VIVIENDA,A
X751,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. INSTITUCION RESIDENCIAL,A
X752,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X753,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. AREAS DE DEPORTE Y ATLETISMO,A
X754,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. CALLES Y CARRETERAS,A
X755,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. COMERCIO Y AREA DE SERVICIOS,A
X756,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X757,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. GRANJA,A
X758,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. OTRO LUGAR ESPECIFICADO,A
X759,LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO. LUGAR NO ESPECIFICADO,A
X760,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. VIVIENDA,A
X761,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. INSTITUCION RESIDENCIAL,A
X762,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X763,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. AREAS DE DEPORTE Y ATLETISMO,A
X764,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. CALLES Y CARRETERAS,A
X765,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. COMERCIO Y AREA DE SERVICIOS,A
X766,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X767,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. GRANJA,A
X768,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. OTRO LUGAR ESPECIFICADO,A
X769,LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO. FUEGO Y LLAMAS. LUGAR NO ESPECIFICADO,A
X770,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. VIVIENDA,A
X771,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. INSTITUCION RESIDENCIAL,A
X772,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X773,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. AREAS DE DEPORTE Y ATLETISMO,A
X774,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. CALLES Y CARRETERAS,A
X775,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. COMERCIO Y AREA DE SERVICIOS,A
X776,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X777,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. GRANJA,A
X778,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. OTRO LUGAR ESPECIFICADO,A
X779,LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA. VAPORES Y OBJETOS CALIENTES. LUGAR NO ESPECIFICADO,A
X780,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. VIVIENDA,A
X781,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. INSTITUCION RESIDENCIAL,A
X782,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X783,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. AREAS DE DEPORTE Y ATLETISMO,A
X784,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. CALLES Y CARRETERAS,A
X785,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. COMERCIO Y AREA DE SERVICIOS,A
X786,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X787,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. GRANJA,A
X788,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. OTRO LUGAR ESPECIFICADO,A
X789,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE. LUGAR NO ESPECIFICADO,A
X790,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. VIVIENDA,A
X791,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. INSTITUCION RESIDENCIAL,A
X792,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. ESCUELAS. OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS,A
X793,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. AREAS DE DEPORTE Y ATLETISMO,A
X794,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. CALLES Y CARRETERAS,A
X795,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. COMERCIO Y AREA DE SERVICIOS,A
X796,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. AREA INDUSTRIAL Y DE LA CONSTRUCCION,A
X797,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. GRANJA,A
X798,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. OTRO LUGAR ESPECIFICADO,A
X799,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO. LUGAR NO ESPECIFICADO,A
X800,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO. VIVIENDA,A
