993120,VACUNACION COMBINADA CONTRA TETANOS Y DIFTERIA [Td],Z
993122,VACUNACION COMBINADA CONTRA DIFTERIA TETANOS Y TOS FERINA [DPT],Z
993502,VACUNACION CONTRA Hepatitis A,Z
993503,VACUNACION CONTRA Hepatitis B,Z
993504,VACUNACION CONTRA FIEBRE AMARILLA,Z
993505,VACUNACION CONTRA RABIA,Z
993510,VACUNACION CONTRA INFLUENZA,Z
993522,VACUNACION COMBINADA CONTRA SARAMPION  PAROTIDITIS Y RUBEOLA [SRP] (TRIPLE VIRAL),Z
997106,TOPICACION DE FLUOR EN BARNIZ,Z
998005,SEGUIMIENTO Y CONTROL DE TEMPERATURA PERIOPERATORIA,Z
998201,MONITOREO DE LA PROFUNDIDAD ANESTESICA,Z
998202,MONITOREO DEL ESTADO DE LA RELAJACION MUSCULAR (UNION MIONEURAL),Z
998203,MONITOREO DE LA PERFUSION TISULAR,Z
998701,SOPORTE ANESTESICO PARA CONSULTA O APOYO DIAGNOSTICO,Z
998702,SOPORTE DE SEDACION PARA CONSULTA O APOYO DIAGNOSTICO,Z
230101,EXODONCIA DE DIENTE PERMANENTE UNIRRADICULAR,Z
230102,EXODONCIA DE DIENTE PERMANENTE MULTIRRADICULAR,Z
230103,EXODONCIA DE DIENTES PERMANENTES,Z
230201,EXODONCIA DE DIENTE TEMPORAL UNIRRADICULAR,Z
230202,EXODONCIA DE DIENTE TEMPORAL MULTIRRADICULAR,Z
231100,EXODONCIA QUIRURGICA UNIRRADICULAR SOD,Z
231200,EXODONCIA QUIRURGICA MULTIRRADICULAR SOD,Z
231301,EXODONCIA DE INCLUIDO EN POSICION ECTOPICA CON ABORDAJE INTRAORAL,Z
231302,EXODONCIA DE INCLUIDO EN POSICION ECTOPICA CON ABORDAJE EXTRAORAL,Z
231400,EXODONCIAS MULTIPLES CON ALVEOLOPLASTIA  POR CUADRANTE SOD,Z
231500,COLGAJO DESPLAZADO PARA ABORDAJE DE DIENTE RETENIDO (VENTANA QUIRURGICA) SOD,Z
232101,OBTURACION DENTAL CON AMALGAMA,Z
232102,OBTURACION DENTAL CON RESINA DE FOTOCURADO,Z
232103,OBTURACION DENTAL CON IONOMERO DE VIDRIO,Z
232200,OBTURACION TEMPORAL POR DIENTE SOD,Z
232300,COLOCACION DE PIN MILIMETRICO SOD,Z
232401,RECONSTRUCCION DE ANGULO INCISAL  CON RESINA DE FOTOCURADO,Z
232402,RECONSTRUCCION TERCIO INCISAL  CON RESINA DE FOTOCURADO,Z
235100,REIMPLANTE DE DIENTE SOD,Z
237101,PULPOTOMIA CON PULPECTOMIA,Z
237102,PULPOTOMIA,Z
237200,APEXIFICACION (INDUCCION DE APEXOGENESIS) SOD,Z
237301,TERAPIA DE CONDUCTO RADICULAR EN DIENTE UNIRRADICULAR,Z
237302,TERAPIA DE CONDUCTO RADICULAR EN DIENTE BIRRADICULAR,Z
237303,TERAPIA DE CONDUCTO RADICULAR EN DIENTE MULTIRRADICULAR,Z
237304,TERAPIA DE CONDUCTO RADICULAR EN DIENTE TEMPORAL UNIRRADICULAR,Z
237305,TERAPIA DE CONDUCTO RADICULAR EN DIENTE TEMPORAL MULTIRRADICULAR,Z
237601,FISTULIZACION ENDODONTICA POR TREPANACION Y DRENAJE,Z
237602,FISTULIZACION ENDODONTICA POR INCISION,Z
237902,EXPLORACION Y MOVILIZACION DE NERVIO DENTARIO INFERIOR,Z
240300,ALISADO RADICULAR  CAMPO CERRADO SOD,Z
240400,DRENAJE DE COLECCION PERIODONTAL (CERRADO CON ALISADO RADICULAR) SOD,Z
243501,CUÑA DISTAL,Z
601A01,TRASLADO ASISTENCIAL BASICO ACUATICO PRIMARIO,Z
601A02,TRASLADO ASISTENCIAL BASICO ACUATICO SECUNDARIO,Z
601T01,TRASLADO ASISTENCIAL BASICO TERRESTRE PRIMARIO,Z
601T02,TRASLADO ASISTENCIAL BASICO TERRESTRE SECUNDARIO,Z
602A01,TRASLADO ASISTENCIAL MEDICALIZADO ACUATICO PRIMARIO,Z
602A02,TRASLADO ASISTENCIAL MEDICALIZADO ACUATICO SECUNDARIO,Z
602E01,TRASLADO ASISTENCIAL MEDICALIZADO AEREO PRIMARIO,Z
602E02,TRASLADO ASISTENCIAL MEDICALIZADO AEREO SECUNDARIO,Z
602T01,TRASLADO ASISTENCIAL MEDICALIZADO TERRESTRE PRIMARIO,Z
602T02,TRASLADO ASISTENCIAL MEDICALIZADO TERRESTRE SECUNDARIO,Z
818S01,ATENCION PREHOSPITALARIA SIN TRASLADO DEL PACIENTE,Z
890201,CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL,Z
890203,CONSULTA DE PRIMERA VEZ POR ODONTOLOGIA GENERAL,Z
890204,CONSULTA DE PRIMERA VEZ POR OTRAS ESPECIALIDADES EN ODONTOLOGIA,Z
890205,CONSULTA DE PRIMERA VEZ POR ENFERMERIA,Z
890206,CONSULTA DE PRIMERA VEZ POR NUTRICION Y DIETETICA,Z
890207,CONSULTA DE PRIMERA VEZ POR OPTOMETRIA,Z
890208,CONSULTA DE PRIMERA VEZ POR PSICOLOGIA,Z
890211,CONSULTA DE PRIMERA VEZ POR FISIOTERAPIA,Z
890212,CONSULTA DE PRIMERA VEZ POR TERAPIA RESPIRATORIA,Z
890213,CONSULTA DE PRIMERA VEZ POR TERAPIA OCUPACIONAL,Z
890296,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA ALTERNATIVA (NEURALTERAPEUTICA),Z
890297,CONSULTA DE PRIMERA VEZ POR OTRAS ESPECIALIDADES DE PSICOLOGIA,Z
890298,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA ESTETICA,Z
890301,CONSULTA DE CONTROL O DE SEGUIMIENTO POR MEDICINA GENERAL,Z
890302,CONSULTA DE CONTROL O DE SEGUIMIENTO POR OTRAS ESPECIALIDADES MEDICAS,Z
890305,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ENFERMERIA,Z
890306,CONSULTA DE CONTROL O DE SEGUIMIENTO POR NUTRICION Y DIETETICA,Z
890308,CONSULTA DE CONTROL O DE SEGUIMIENTO POR PSICOLOGIA,Z
890310,CONSULTA DE CONTROL O DE SEGUIMIENTO POR FONOAUDIOLOGIA,Z
890311,CONSULTA DE CONTROL O DE SEGUIMIENTO POR FISIOTERAPIA,Z
890312,CONSULTA DE CONTROL O DE SEGUIMIENTO POR TERAPIA RESPIRATORIA,Z
890314,CONSULTA DE CONTROL O DE SEGUIMIENTO POR TERAPIAS ALTERNATIVAS,Z
890315,CONSULTA INTEGRAL DE CONTROL O DE SEGUIMIENTO POR EQUIPO INTERDISCIPLINARIO,Z
890396,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN MEDICINA ALTERNATIVA (NEURALTERAPEUTICA),Z
890397,CONSULTA DE CONTROL O DE SEGUIMIENTO POR OTRAS ESPECIALIDADES DE PSICOLOGIA,Z
890398,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN MEDICINA ESTETICA,Z
890496,INTERCONSULTA POR ESPECIALISTA EN MEDICINA ALTERNATIVA (NEURALTERAPEUTICA),Z
890497,INTERCONSULTA POR ESPECIALISTA EN MEDICINA ESTETICA,Z
944001,PSICOTERAPIA DE PAREJA POR PSIQUIATRIA,Z
944002,PSICOTERAPIA DE PAREJA POR PSICOLOGIA,Z
944101,PSICOTERAPIA FAMILIAR POR PSIQUIATRIA,Z
944102,PSICOTERAPIA FAMILIAR POR PSICOLOGIA,Z
944201,PSICOTERAPIA DE GRUPO POR PSIQUIATRIA,Z
944202,PSICOTERAPIA DE GRUPO POR PSICOLOGIA,Z
954304,INMITANCIA ACUSTICA MULTIFRECUENCIA,Z
954307,LOGOAUDIOMETRIA SENSIBILIZADA,Z
954401,PRUEBAS CLINICAS DE LA FUNCION VESTIBULAR,Z
954626,POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA MEDICION DE INTEGRIDAD,Z
954627,POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA ANALISIS DE HABITUACION Y SINCRONIA NEURAL,Z
954628,POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA POR VIA OSEA,Z
954629,POTENCIALES EVOCADOS AUDITIVOS DE CORTA LATENCIA CON CURVA FUNCION INTENSIDAD-LATENCIA,Z
954630,POTENCIALES EVOCADOS AUDITIVOS DE LATENCIA MEDIA Y LATENCIA TARDIA,Z
954631,POTENCIALES EVOCADOS AUDITIVOS CON IMPLANTE COCLEAR U OTRAS PROTESIS AUDITIVAS,Z
954803,EVALUACION DE LA GANANCIA FUNCIONAL CON DISPOSITIVO AUDITIVO,Z
954903,REVISION Y AJUSTE DE COMPONENTES EXTERNOS DE DISPOSITIVO AUDITIVO IMPLANTABLE,Z
954904,REVISION Y AJUSTE DE COMPONENTES EXTERNOS DE DISPOSITIVO AUDITIVO NO IMPLANTABLE,Z
991206,DESENSIBILIZACION A MEDICAMENTO POR VIA ORAL,Z
993512,VACUNACION CONTRA ROTAVIRUS,Z
993513,VACUNACION CONTRA VIRUS Papiloma Humano [VPH],Z
995101,VACUNACION CONTRA LA MALARIA,Z
995201,OTRA VACUNACION DEL PROGRAMA AMPLIADO DE INMUNIZACIONES,Z
997101,APLICACION DE SELLANTES DE AUTOCURADO,Z
997102,APLICACION DE SELLANTES DE FOTOCURADO,Z
997103,TOPICACION DE FLUOR EN GEL,Z
997104,TOPICACION DE FLUOR EN SOLUCION,Z
997105,APLICACION DE RESINA PREVENTIVA,Z
997301,DETARTRAJE SUPRAGINGIVAL,Z
997310,CONTROL DE PLACA DENTAL,Z
T34001,TRANSPORTE NO ASISTENCIAL DEL PACIENTE (SIN APH O APOYO TERAPEUTICO DURANTE EL TRASLADO),Z
T34002,TRANSPORTE NO ASISTENCIAL ACUATICO EN ZONA DE DISPERSION,Z
T34003,TRANSPORTE NO ASISTENCIAL AEREO EN ZONA DE DISPERSION,Z
T34004,TRANSPORTE NO ASISTENCIAL TERRESTRE EN ZONA DE DISPERSION,Z
089215,RECONSTRUCCION DE CEJAS (FRONTOPLASTIA) POR VIA ENDOSCOPICA,Z
890216,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN SALUD FAMILIAR Y COMUNITARIA,Z
890217,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA ORAL,Z
890218,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ENDODONCIA,Z
890219,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ESTOMATOLOGIA Y CIRUGIA ORAL,Z
890220,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ODONTOPEDIATRIA,Z
890221,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN PERIODONCIA,Z
890222,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ORTODONCIA,Z
890223,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN RADIOLOGIA ORAL Y MAXILOFACIAL,Z
890224,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN REHABILITACION ORAL,Z
890225,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ALERGOLOGIA,Z
890226,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ANESTESIOLOGIA,Z
890227,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ANESTESIOLOGIA CARDIOVASCULAR,Z
890228,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CARDIOLOGIA,Z
890229,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CARDIOLOGIA PEDIATRICA,Z
890230,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA CARDIOVASCULAR,Z
890231,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA DE CABEZA Y CUELLO,Z
890232,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA DE MAMA Y TUMORES DE TEJIDOS BLANDOS,Z
890233,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA DE TORAX,Z
890234,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA GASTROINTESTINAL,Z
890235,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA GENERAL,Z
890236,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA MAXILOFACIAL,Z
890237,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA ONCOLOGICA,Z
890238,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA PEDIATRICA,Z
890239,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA PLASTICA  ESTETICA Y RECONSTRUCTIVA,Z
890240,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN CIRUGIA VASCULAR,Z
890241,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN COLOPROCTOLOGIA,Z
890242,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN DERMATOLOGIA,Z
890243,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN DOLOR Y CUIDADOS PALIATIVOS,Z
890244,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ENDOCRINOLOGIA,Z
890245,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ENDOCRINOLOGIA PEDIATRICA,Z
890246,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN GASTROENTEROLOGIA,Z
890247,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN GASTROENTEROLOGIA PEDIATRICA,Z
890248,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN GENETICA MEDICA,Z
890249,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN GERIATRIA,Z
890251,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN HEMATOLOGIA,Z
890252,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN HEMATOLOGIA PEDIATRICA,Z
890253,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN HEPATOLOGIA,Z
890254,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN INFECTOLOGIA,Z
890255,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MASTOLOGIA,Z
890256,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA AEROESPACIAL,Z
890257,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA ALTERNATIVA (AYURVEDA),Z
890258,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA ALTERNATIVA (HOMEOPATICA),Z
890259,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA ALTERNATIVA (MEDICINA TRADICIONAL CHINA),Z
890260,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA ALTERNATIVA (NATUROPATIA),Z
890261,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA DEL DEPORTE,Z
890262,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA DEL TRABAJO O SEGURIDAD Y SALUD EN EL TRABAJO,Z
890263,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA FAMILIAR,Z
890264,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA FISICA Y REHABILITACION,Z
890265,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA FORENSE,Z
890266,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA INTERNA,Z
890267,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MEDICINA NUCLEAR,Z
890268,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN NEFROLOGIA,Z
890269,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN NEFROLOGIA PEDIATRICA,Z
890270,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN NEONATOLOGIA,Z
890271,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN NEUMOLOGIA,Z
890272,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN NEUMOLOGIA PEDIATRICA,Z
890273,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN NEUROCIRUGIA,Z
890274,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN NEUROLOGIA,Z
890275,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN NEUROLOGIA PEDIATRICA,Z
890276,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN OFTALMOLOGIA,Z
890277,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ONCOHEMATOLOGIA PEDIATRICA,Z
890278,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ONCOLOGIA,Z
890279,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ONCOLOGIA PEDIATRICA,Z
890280,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA,Z
890281,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA PEDIATRICA,Z
890282,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN OTORRINOLARINGOLOGIA,Z
890283,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN PEDIATRIA,Z
890284,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN PSIQUIATRIA,Z
890285,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN PSIQUIATRIA PEDIATRICA,Z
890286,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN RADIOLOGIA E IMAGENES DIAGNOSTICAS,Z
890287,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN RADIOTERAPIA,Z
890288,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN REUMATOLOGIA,Z
890289,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN REUMATOLOGIA PEDIATRICA,Z
890290,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN SEXOLOGIA CLINICA,Z
890291,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN TOXICOLOGIA CLINICA,Z
890292,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN TRASPLANTES,Z
890294,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN UROLOGIA,Z
993506,VACUNACION CONTRA SARAMPION,Z
993507,VACUNACION CONTRA PAROTIDITIS,Z
993508,VACUNACION CONTRA RUBEOLA,Z
993509,VACUNACION CONTRA VARICELA,Z
890250,CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN GINECOLOGIA Y OBSTETRICIA,F
890350,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN GINECOLOGIA Y OBSTETRICIA,F
890101,ATENCION (VISITA) DOMICILIARIA  POR MEDICINA GENERAL,Z
890103,ATENCION (VISITA) DOMICILIARIA  POR ODONTOLOGIA GENERAL,Z
890105,ATENCION (VISITA) DOMICILIARIA  POR ENFERMERIA,Z
890108,ATENCION (VISITA) DOMICILIARIA  POR PSICOLOGIA,Z
890109,ATENCION (VISITA) DOMICILIARIA  POR TRABAJO SOCIAL,Z
890111,ATENCION (VISITA) DOMICILIARIA  POR FISIOTERAPIA,Z
890112,ATENCION (VISITA) DOMICILIARIA  POR TERAPIA RESPIRATORIA,Z
890113,ATENCION (VISITA) DOMICILIARIA  POR TERAPIA OCUPACIONAL,Z
890114,ATENCION (VISITA) DOMICILIARIA  POR PROMOTOR DE LA SALUD,Z
890115,ATENCION (VISITA) DOMICILIARIA  POR EQUIPO INTERDISCIPLINARIO,Z
890116,ATENCION (VISITA) DOMICILIARIA POR OTRO PROFESIONAL DE LA SALUD,Z
890701,CONSULTA DE URGENCIAS POR MEDICINA GENERAL,Z
890702,CONSULTA DE URGENCIAS POR OTRAS ESPECIALIDADES MEDICAS,Z
890703,CONSULTA DE URGENCIAS POR ODONTOLOGIA GENERAL,Z
890704,CONSULTA DE URGENCIAS POR ODONTOLOGIA ESPECIALIZADA,Z
890735,CONSULTA DE URGENCIAS  POR ESPECIALISTA EN CIRUGIA GENERAL,Z
890750,CONSULTA DE URGENCIAS  POR ESPECIALISTA EN GINECOLOGIA Y OBSTETRICIA,F
890763,CONSULTA DE URGENCIAS  POR ESPECIALISTA EN MEDICINA FAMILIAR,Z
890780,CONSULTA DE URGENCIAS  POR ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA,Z
890781,CONSULTA DE URGENCIAS  POR ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA PEDIATRICA,Z
890783,CONSULTA DE URGENCIAS  POR ESPECIALISTA EN PEDIATRIA,Z
890793,CONSULTA DE URGENCIAS  POR ESPECIALISTA EN URGENCIAS O EMERGENCIAS,Z
040302,SECCION DE OTRO NERVIO CRANEAL,Z
069502,REIMPLANTE DE TEJIDO PARATIROIDEO VIA ENDOSCOPICA,Z
074401,REPARACION DE GLANDULA SUPRARRENAL VIA ABIERTA,Z
074402,REPARACION DE GLANDULA SUPRARRENAL VIA LAPAROSCOPICA,Z
089207,CORRECCION ESTETICA DE PTOSIS DE CEJAS POR ABORDAJE CORONAL,Z
089208,PLASTIA DE CEJAS POR RESECCION,Z
089209,PLASTIA DE CEJAS POR SUSPENSION CON SUTURA,Z
089210,PLASTIA DE CEJAS (FRONTOPLASTIA) POR VIA ENDOSCOPICA,Z
089211,PLASTIA DE CEJAS CON COLGAJO,Z
089212,PLASTIA DE CEJAS CON INJERTO,Z
089213,RECONSTRUCCION DE CEJAS POR RESECCION,Z
089216,RECONSTRUCCION DE CEJAS CON COLGAJO,Z
089217,RECONSTRUCCION DE CEJAS CON INJERTO,Z
170001,APICECTOMIA VIA INFRACOCLEAR,Z
170002,APICECTOMIA VIA TRANSCOCLEAR,Z
170003,APICECTOMIA VIA RETROLABERINTICA O TRANSLABERINTICA,Z
170004,APICECTOMIA FOSA MEDIA,Z
199001,DESFUNCIONALIZACION DE OIDO MEDIO VIA ABIERTA,Z
199002,DESFUNCIONALIZACION DE OIDO MEDIO VIA ENDOSCOPICA,Z
218503,RINOPLASTIA DE AUMENTO CON IMPLANTE SINTETICO VIA TRANSNASAL,Z
218504,RINOPLASTIA DE AUMENTO CON IMPLANTE SINTETICO VIA ABIERTA,Z
218505,RINOPLASTIA DE AUMENTO CON INJERTO OSEO O CONDRAL VIA TRANSNASAL,Z
218506,RINOPLASTIA DE AUMENTO CON INJERTO OSEO O CONDRAL VIA ABIERTA,Z
296402,IMPLANTACION O SUSTITUCION DE CIRCUITO DE NERVIO HIPOGLOSO,Z
296403,IMPLANTACION O SUSTITUCION DE ESTIMULADOR DE NERVIO HIPOGLOSO,Z
296502,EXTRACCION DE CIRCUITO DE NERVIO HIPOGLOSO,Z
296503,EXTRACCION DE ESTIMULADOR DE NERVIO HIPOGLOSO,Z
324205,LOBECTOMIA TOTAL PULMONAR (DONANTE VIVO) VIA ABIERTA,Z
324206,LOBECTOMIA TOTAL PULMONAR (DONANTE VIVO) POR TORACOSCOPIA,Z
325501,OBTENCION DE CORAZON-PULMON PARA TRASPLANTE VIA ABIERTA,Z
416201,ESPLENONEUMOPEXIA VIA ABIERTA,Z
416202,ESPLENONEUMOPEXIA VIA LAPAROSCOPICA,Z
419400,TRASPLANTE DE BAZO SOD,Z
425701,RECONSTRUCCION DE ESOFAGO CON COLGAJO LIBRE CON TECNICA MICROVASCULAR,Z
455102,AISLAMIENTO DE SEGMENTO DE INTESTINO DELGADO VIA LAPAROSCOPICA,Z
456501,RESECCION INTESTINAL TOTAL (OBTENCION DE ORGANO),Z
456601,TRASPLANTE DE INTESTINO VIA ABIERTA,Z
456701,OBTENCION DE BLOQUE MULTIVISCERAL (ESTOMAGO  DUODENO  PANCREAS E INTESTINO DELGADO) VIA ABIERTA,Z
456801,TRASPLANTE MULTIVISCERAL (ESTOMAGO  DUODENO  PANCREAS E INTESTINO DELGADO EN BLOQUE) VIA ABIERTA,Z
516101,ESCISION DE CONDUCTO CISTICO REMANENTE (MUÑON CISTICO) VIA ABIERTA,Z
525401,PANCREATECTOMIA PARCIAL (OBTENCION DEL ORGANO) VIA ABIERTA,Z
525402,PANCREATECTOMIA PARCIAL (OBTENCION DEL ORGANO) VIA LAPAROSCOPICA,Z
528002,TRASPLANTE PARCIAL DE PANCREAS,Z
537401,REPARACION DE HERNIA PARAESTERNAL [MORGAGNI] VIA ABIERTA,Z
537402,REPARACION DE HERNIA PARAESTERNAL [MORGAGNI] VIA TORACOSCOPICA,Z
589405,RETIRO DE APARATO DE ESFINTER URINARIO INFLABLE VIA LAPAROSCOPICA,Z
589501,REVISION O SUSTITUCION QUIRURGICA DE DISPOSITIVO DE ESFINTER URINARIO ARTIFICIAL VIA ABDOMINAL,Z
819003,REEMPLAZO DE ARTICULACION FACETARIA,Z
849502,INFUSION AISLADA DE EXTREMIDAD,Z
967005,FERTILIZACION IN VITRO,Z
967006,TRANSFERENCIA EMBRIONARIA,Z
A53140,ASISTENCIA TECNICA EN EL PROCESO DE FORMACION O ACTUALIZACION EN DESARROLLO DE HABILIDADES GERENCIALES PARA PLAN DE INTERVENCIONES COLECTIVAS,Z
607212,VESICULOTOMIA SEMINAL BILATERAL POR LAPAROSCOPIA,M
668101,INSUFLACION DE TROMPAS DE FALOPIO VIA VAGINAL,F
669501,INSERCION O SUSTITUCION DE DISPOSITIVO EN TROMPA DE FALOPIO POR LAPAROTOMIA,F
669502,INSERCION O SUSTITUCION DE DISPOSITIVO EN TROMPA DE FALOPIO POR LAPAROSCOPIA,F
669503,INSERCION O SUSTITUCION DE DISPOSITIVO EN TROMPA DE FALOPIO POR HISTEROSCOPIA,F
669601,EXTRACCION DE PROTESIS DE TROMPA DE FALOPIO POR LAPAROTOMIA,F
669602,EXTRACCION DE PROTESIS DE TROMPA DE FALOPIO POR LAPAROSCOPIA,F
669603,EXTRACCION DE PROTESIS DE TROMPA DE FALOPIO POR HISTEROSCOPIA,F
707601,HIMENORRAFIA,F
707602,HIMENOPLASTIA,F
877951,VESICULOGRAFIA,M
877971,EPIDIDIMOGRAFIA DE CONTRASTE,M
877981,DEFERENTOGRAFIA O VASOGRAFIA,M
907205,FRAGILIDAD OSMOTICA ESPERMATICA,M
908416,ESTUDIO DE PENETRACION DE ESPERMATOZOIDES EN OOCITOS DESNUDOS DE HAMSTER,M
083804,BLEFAROPLASTIA SUPERIOR,Z
083805,BLEFAROPLASTIA INFERIOR VIA EXTERNA,Z
083806,BLEFAROPLASTIA INFERIOR VIA CONJUNTIVAL,Z
868302,RESECCION DE BOLSAS ADIPOSAS DE BICHAT EN CARA,Z
906271,SARS CoV2 [COVID-19] ANTICUERPOS Ig M,Z
906340,SARS CoV 2 [COVID-19] ANTIGENO,Z
995202,ADMINISTRACION VACUNA SARS CoV 2 [COVID-19],Z
A32028,SARS CoV 2 [COVID-19] ANTIGENO,Z
088600,RITIDECTOMIA DE PARPADO INFERIOR SOD,Z
088700,RITIDECTOMIA DE PARPADO SUPERIOR SOD,Z
218912,RINOPLASTIA ESTETICA VIA ABIERTA,Z
218913,RINOPLASTIA ESTETICA VIA CERRADA,Z
717901,PLASTIA DE LABIOS MENORES,Z
853202,MAMOPLASTIA DE AUMENTO BILATERAL CON DISPOSITIVO,Z
853204,MAMOPLASTIA ESTETICA DE AUMENTO BILATERAL CON TEJIDO AUTOLOGO,Z
862401,DERMOEXFOLIACION SUPERFICIAL,Z
862404,DERMOEXFOLIACION CON LASER PARCIAL O TOTAL,Z
868201,RITIDECTOMIA ARRUGAS GLABELARES,Z
868202,RITIDECTOMIA ARRUGAS ANGULO EXTERNO DEL OJO VIA CORONAL,Z
